DateTime,平均價,新北市_風速,臺中市_風速,臺南市_風速,高雄市_風速,桃園市_風速,新竹縣_風速,苗栗縣_風速,南投縣_風速,彰化縣_風速,雲林縣_風速,嘉義市_風速,屏東縣_風速,宜蘭縣_風速,花蓮縣_風速,臺東縣_風速,color,x,y
2017-02-04,80.66333333333333,0.7999999999999999,0.7000000000000001,2.3000000000000003,1.6999999999999995,1.5,1.1,1.0,0.3,0.5,1.2,1.4,1.9,1.2,0.5,1.2,"rgb(77,116,178)",139,178
2017-02-05,87.08999999999997,1.5,1.2,3.2000000000000006,1.9,2.5,2.2,2.1,0.4000000000000001,0.8000000000000002,1.3999999999999997,2.0,3.2999999999999994,2.6,0.6999999999999998,1.8,"rgb(75,107,180)",148,180
2017-02-06,88.0,3.3,1.7,2.9,2.0,4.8,2.7,2.8,0.4,1.0,1.3,2.0,8.7,2.5,1.0,2.7,"rgb(75,103,180)",152,180
2017-02-07,83.096,3.0,0.9000000000000001,2.0,1.8000000000000005,3.5,1.6999999999999995,1.1999999999999995,0.2,0.7000000000000001,1.1,1.1,4.700000000000001,1.6999999999999995,0.9000000000000001,2.0,"rgb(78,104,177)",151,177
2017-02-08,80.15090909090908,0.7000000000000001,1.4,3.5,3.100000000000001,2.1000000000000005,1.1999999999999995,1.1999999999999995,0.29999999999999993,0.7999999999999999,1.3000000000000005,2.0,2.1000000000000005,2.3999999999999995,0.5,1.3000000000000005,"rgb(76,111,179)",144,179
2017-02-09,83.355,1.8000000000000005,3.2,6.799999999999999,4.0,3.5,2.3000000000000003,3.7,0.4,1.6,1.4,4.799999999999999,4.200000000000001,4.0,0.7999999999999999,2.8000000000000003,"rgb(79,96,176)",159,176
2017-02-10,79.85900000000002,0.7000000000000001,2.3000000000000003,4.0,2.0,3.8,2.7,3.5,0.29999999999999993,1.4,1.5,3.0,6.9,2.5,0.5,1.5,"rgb(86,91,169)",164,169
2017-02-11,81.96666666666667,1.1,2.0,2.8000000000000003,2.1,3.6000000000000005,2.8000000000000003,2.8999999999999995,0.1,1.0,1.6,1.6,8.299999999999999,1.5,0.4,1.6,"rgb(89,89,166)",166,166
2017-02-12,59.4,0.9,1.0,2.7,1.9,3.0,1.7,1.5,0.3,0.7,1.2,1.5,6.6,1.4,0.3,1.5,"rgb(88,95,167)",160,167
2017-02-13,82.0,1.9,0.9,2.7,1.8,3.2,1.4,1.4,0.4,0.8,1.4,1.5,6.0,1.4,0.5,1.9,"rgb(92,90,163)",165,163
2017-02-14,81.64285714285714,2.5,1.0,2.3000000000000003,2.0,3.3000000000000003,1.5,1.4,0.3,0.6,1.1,1.1,5.5,1.9,0.7000000000000001,2.2,"rgb(91,91,164)",164,164
2017-02-15,83.20555555555556,1.8000000000000005,1.0,2.2,1.9,1.6,1.3,0.9000000000000001,0.4,0.6,1.4,1.2,5.0,2.0,0.7000000000000001,1.5,"rgb(92,92,163)",163,163
2017-02-16,84.13333333333334,0.7999999999999999,0.7000000000000001,2.2,1.9,1.6999999999999995,1.3,0.9000000000000001,0.4,0.4,1.5,1.4,1.6999999999999995,1.6999999999999995,0.7000000000000001,1.0,"rgb(89,105,166)",150,166
2017-02-17,82.516,0.7999999999999999,0.9000000000000001,2.3000000000000003,2.2,1.5,1.6,0.9000000000000001,0.5,0.5999999999999999,1.1999999999999995,1.6,1.6,1.9,0.5,1.0,"rgb(88,106,167)",149,167
2017-02-18,83.31,2.3000000000000003,1.6999999999999995,3.8,2.2,3.5,1.9,2.1,0.5,1.0,1.5,2.4,3.8,3.6000000000000005,1.2,2.2,"rgb(88,100,167)",155,167
2017-02-19,82.75399999999998,1.8000000000000005,0.7999999999999999,2.0,1.6999999999999995,1.8000000000000005,1.3000000000000005,1.0,0.4,0.5999999999999999,1.5,1.1999999999999995,5.4,1.6999999999999995,0.7000000000000001,1.3000000000000005,"rgb(80,104,175)",151,175
2017-02-20,83.0,0.7,0.9,2.3,1.7,1.6,1.5,1.3,0.4,0.6,1.9,1.8,2.4,1.9,0.6,1.1,"rgb(76,121,179)",134,179
2017-02-21,81.59899999999999,2.8000000000000003,1.5,3.5,2.0,3.5,2.0,2.1000000000000005,0.5,1.0,1.6,2.3000000000000003,7.6,1.8000000000000005,0.9000000000000001,2.0,"rgb(76,104,179)",151,179
2017-02-22,82.73299999999999,0.7000000000000001,0.7999999999999999,2.2,2.3999999999999995,1.6,1.5,1.0,0.29999999999999993,0.7999999999999999,1.8000000000000005,1.8000000000000005,2.8999999999999995,1.1999999999999995,0.4,1.6,"rgb(56,103,199)",152,199
2017-02-23,82.03200000000001,2.0,2.1000000000000005,3.8,2.3000000000000003,4.1000000000000005,2.0,2.8999999999999995,0.5,1.1,1.5,2.5,3.8,3.5,1.5,2.8999999999999995,"rgb(74,103,181)",152,181
2017-02-24,77.4090909090909,0.5999999999999999,2.1000000000000005,4.299999999999999,2.1000000000000005,4.1000000000000005,2.3000000000000003,3.0,0.29999999999999993,1.1999999999999995,2.0,2.899999999999999,3.600000000000001,1.6,0.7999999999999999,1.5,"rgb(58,104,197)",151,197
2017-02-25,83.18444444444445,0.4,1.8000000000000005,4.1000000000000005,2.1,3.9,2.0,2.6,0.3,1.2,1.6999999999999995,2.8999999999999995,1.9,1.1,0.7000000000000001,1.3,"rgb(56,103,199)",152,199
2017-02-26,80.682,0.5,2.5,5.299999999999999,3.0,3.3,2.2,2.8999999999999995,0.4,1.3000000000000005,1.6999999999999995,3.7,3.9,2.0,0.5999999999999999,2.0,"rgb(57,105,198)",150,198
2017-02-27,64.23,0.7,1.2,2.6,2.0,2.7,2.1,1.9,0.3,0.8,1.5,1.5,6.6,2.0,0.4,1.6,"rgb(85,98,170)",157,170
2017-02-28,80.90777777777778,2.1,1.2,3.0,2.4,2.3000000000000003,1.1,1.4,0.4,0.7999999999999999,1.4,1.5,3.1000000000000005,1.4,0.7999999999999999,1.8000000000000005,"rgb(81,101,174)",154,174
2017-03-01,80.20500000000001,0.4,1.3000000000000005,4.0,3.0,1.0,1.1,1.1999999999999995,0.4,0.9000000000000001,1.4,2.3000000000000003,1.1,1.5,0.5999999999999999,1.8000000000000005,"rgb(79,111,176)",144,176
2017-03-02,82.59818181818183,1.8000000000000005,2.1000000000000005,4.5,2.899999999999999,3.100000000000001,2.3999999999999995,2.3000000000000003,0.4,0.9000000000000002,1.4,2.8000000000000003,7.0,1.9,0.7000000000000001,1.9,"rgb(79,99,176)",156,176
2017-03-03,78.4718181818182,1.6,0.9000000000000002,2.5,1.8000000000000005,1.8000000000000005,0.9000000000000002,1.0,0.4,0.7000000000000001,1.4,1.5,5.200000000000001,1.3000000000000005,0.29999999999999993,1.6999999999999995,"rgb(79,104,176)",151,176
2017-03-04,75.94090909090909,0.5999999999999999,0.7999999999999999,1.9,1.6999999999999995,0.7999999999999999,0.9000000000000002,0.7000000000000001,0.5,0.5,1.5,1.1,2.6000000000000005,1.6,0.29999999999999993,0.9000000000000002,"rgb(77,118,178)",137,178
2017-03-05,75.7366666666667,1.1,0.9000000000000001,2.4,2.0,0.7999999999999999,1.1,1.2,0.5,1.0,1.5,1.6,1.9,1.9,0.7000000000000001,1.5,"rgb(74,124,181)",131,181
2017-03-06,78.0,1.2,2.2,4.2,2.8,3.5,2.1,2.7,0.6,1.1,1.5,2.8,3.2,2.5,0.9,2.1,"rgb(54,104,201)",151,201
2017-03-07,73.286,0.7000000000000001,1.5,3.2,1.5,2.7,1.6,2.1000000000000005,0.29999999999999993,0.9000000000000001,1.6,2.1000000000000005,4.4,1.6,1.0,1.1999999999999995,"rgb(64,103,191)",152,191
2017-03-08,73.811,0.1,0.9000000000000001,3.1000000000000005,2.0,1.6999999999999995,1.3000000000000005,1.3000000000000005,0.2,0.5999999999999999,1.4,1.6,3.9,1.6999999999999995,0.7000000000000001,1.1999999999999995,"rgb(52,108,203)",147,203
2017-03-09,72.49,1.1999999999999995,0.5999999999999999,1.6,1.8000000000000005,2.8999999999999995,1.3000000000000005,0.5,0.29999999999999993,0.4,1.6,1.0,4.9,1.1,0.29999999999999993,1.5,"rgb(79,108,176)",147,176
2017-03-10,72.05,1.1,1.0,2.7,2.2,2.3000000000000003,0.7999999999999999,0.9000000000000002,0.4,0.7999999999999999,2.3000000000000003,1.9,2.2,1.4,0.5999999999999999,1.6999999999999995,"rgb(53,102,202)",153,202
2017-03-11,70.498,1.0,1.4,3.3999999999999995,2.6000000000000005,2.3000000000000003,1.3000000000000005,1.6,0.5,0.9000000000000001,1.6,2.1000000000000005,2.0,1.6,1.3000000000000005,1.6,"rgb(74,122,181)",133,181
2017-03-12,72.878,1.3000000000000005,1.1,2.5,1.8000000000000005,1.5,0.1,0.9000000000000001,0.4,0.7000000000000001,1.3000000000000005,1.6999999999999995,3.0,1.4,0.5999999999999999,1.0,"rgb(73,125,182)",130,182
2017-03-13,84.75,0.7,1.4,2.6,2.9,2.1,0.3,2.0,0.6,0.9,1.4,1.6,2.4,1.4,0.5,1.2,"rgb(73,124,182)",131,182
2017-03-14,71.86333333333333,0.7000000000000001,2.7,4.6000000000000005,2.1,3.3999999999999995,2.3000000000000003,3.2,0.5,1.5,1.8000000000000005,3.3999999999999995,4.7,3.2,1.4,3.2,"rgb(66,103,189)",152,189
2017-03-15,69.99799999999999,1.4,1.1999999999999995,2.0,1.5,3.0,1.6999999999999995,1.9,0.4,0.7999999999999999,1.5,1.8000000000000005,5.700000000000001,1.6,1.0,1.8000000000000005,"rgb(80,103,175)",152,175
2017-03-16,73.57,0.29999999999999993,1.1,2.8999999999999995,1.8000000000000005,1.9,0.7999999999999999,1.3000000000000005,0.4,0.9000000000000001,1.4,2.1000000000000005,3.3,1.1,0.5,0.9000000000000001,"rgb(56,103,199)",152,199
2017-03-17,71.37545454545456,1.6,1.1999999999999995,3.0,2.2,2.8000000000000003,0.7000000000000001,1.5,0.29999999999999993,0.7999999999999999,1.1,2.0,2.7,1.0,0.4,1.0,"rgb(81,113,174)",142,174
2017-03-18,72.20700000000002,0.5,1.0,2.2,1.3000000000000005,1.9,0.29999999999999993,1.1999999999999995,0.5,0.7000000000000001,1.1999999999999995,1.4,2.5,1.4,0.4,0.9000000000000001,"rgb(82,115,173)",140,173
2017-03-19,71.66300000000003,1.6,1.3000000000000005,2.8999999999999995,1.9,2.3000000000000003,0.5999999999999999,1.4,0.5,0.9000000000000001,1.4,1.8000000000000005,1.8000000000000005,1.1999999999999995,0.5999999999999999,1.1,"rgb(79,116,176)",139,176
2017-03-20,70.0,0.7,0.9,2.2,1.7,1.1,0.8,1.0,0.4,0.7,1.5,1.3,2.0,1.4,0.5,1.1,"rgb(70,125,185)",130,185
2017-03-21,71.59727272727272,2.6000000000000005,1.6999999999999995,3.3,2.3000000000000003,3.399999999999999,1.6,2.0,0.5999999999999999,1.0,1.3000000000000005,2.1000000000000005,4.1000000000000005,3.3,1.1,2.3999999999999995,"rgb(74,107,181)",148,181
2017-03-22,69.18727272727273,1.0,1.6,3.2,2.3999999999999995,2.1000000000000005,0.5,1.3000000000000005,0.5,0.9000000000000002,1.5,2.1000000000000005,5.4,1.3000000000000005,0.29999999999999993,1.1,"rgb(70,122,185)",133,185
2017-03-23,71.404,1.1,1.6999999999999995,4.299999999999999,2.8999999999999995,0.9000000000000001,0.7000000000000001,1.8000000000000005,0.5,1.0,1.3000000000000005,3.1000000000000005,2.8999999999999995,4.200000000000001,0.5999999999999999,1.1999999999999995,"rgb(74,119,181)",136,181
2017-03-24,66.9890909090909,1.6,1.1,2.7,2.1000000000000005,1.9,1.1999999999999995,1.3000000000000005,0.5999999999999999,0.7999999999999999,1.4,1.6,3.600000000000001,1.3000000000000005,0.5,0.9000000000000002,"rgb(72,120,183)",135,183
2017-03-25,72.58000000000001,0.7999999999999999,2.6000000000000005,4.4,3.1000000000000005,2.6000000000000005,1.1999999999999995,2.3000000000000003,0.5999999999999999,1.4,1.3000000000000005,3.3999999999999995,2.7,2.6000000000000005,1.1,2.3999999999999995,"rgb(56,102,199)",153,199
2017-03-26,73.93999999999998,0.29999999999999993,1.5,3.8,2.1000000000000005,1.9,1.9,2.2,0.4,0.9000000000000001,1.6,2.3000000000000003,5.6000000000000005,1.5,1.1,1.1999999999999995,"rgb(53,108,202)",147,202
2017-03-27,71.24333333333334,2.1,0.9,2.1,1.9,2.6,1.2,1.3999999999999997,0.4000000000000001,0.6999999999999998,1.2,1.3,6.0,1.9,0.6,1.8,"rgb(88,100,167)",155,167
2017-03-28,71.418,2.8000000000000003,1.1,1.8000000000000005,1.9,1.4,1.4,1.0,0.4,0.7999999999999999,1.4,1.3000000000000005,5.0,2.0,0.5,1.1,"rgb(87,105,168)",150,168
2017-03-29,71.27600000000002,1.0,1.1,2.3999999999999995,1.5,1.1,1.4,0.9000000000000001,0.5,0.7000000000000001,1.6,1.9,3.3999999999999995,1.9,0.29999999999999993,0.9000000000000001,"rgb(85,111,170)",144,170
2017-03-30,74.19999999999997,0.6,0.9000000000000001,1.6999999999999995,1.6999999999999995,1.0,1.2,1.2,0.4,0.6,1.4,1.0,2.5,2.1,0.5,0.5,"rgb(82,116,173)",139,173
2017-03-31,71.32636363636362,1.1999999999999995,2.0,3.8,2.6000000000000005,3.3,2.0,2.6000000000000005,0.5,1.4,1.5,2.7,2.899999999999999,2.6000000000000005,1.0,2.6000000000000005,"rgb(54,102,201)",153,201
2017-04-01,70.8881818181818,1.1999999999999995,2.3999999999999995,5.4,2.8000000000000003,2.2,2.1000000000000005,3.100000000000001,0.5,1.3000000000000005,1.1999999999999995,3.8,5.1000000000000005,2.5,0.5999999999999999,1.8000000000000005,"rgb(55,107,200)",148,200
2017-04-02,66.77272727272727,1.6999999999999995,1.4,2.8000000000000003,1.9,2.8000000000000003,1.9,2.2,0.4,0.9000000000000002,1.8000000000000005,1.6999999999999995,5.299999999999999,2.8000000000000003,1.0,2.0,"rgb(86,99,169)",156,169
2017-04-03,74.46111111111112,2.6,1.0,2.6,2.2,2.4,1.6999999999999995,1.1,0.4,0.7999999999999999,1.1,1.5,4.6000000000000005,2.5,0.7999999999999999,1.5,"rgb(87,103,168)",152,168
2017-04-04,79.6,2.3,1.1,1.9,2.0,1.5,1.2,1.2,0.5,0.9,1.2,1.6,4.1,2.5,0.8,1.3,"rgb(85,106,170)",149,170
2017-04-05,74.0,0.7,1.2,2.1,1.8,1.1,1.5,1.1,0.5,0.6,1.2,1.4,3.8,1.9,0.6,1.1,"rgb(76,121,179)",134,179
2017-04-06,70.73222222222222,0.4,0.7999999999999999,1.8000000000000005,2.5,1.0,1.2,0.9000000000000001,0.4,0.5,1.4,0.9000000000000001,2.8000000000000003,1.5,0.6,0.7000000000000001,"rgb(68,128,187)",127,187
2017-04-07,64.82900000000001,0.7999999999999999,0.9000000000000001,2.5,2.8999999999999995,1.3000000000000005,1.0,1.6,0.4,0.9000000000000001,1.6999999999999995,1.8000000000000005,2.3999999999999995,1.5,0.7999999999999999,0.9000000000000001,"rgb(60,131,195)",124,195
2017-04-08,66.25833333333333,0.5,1.1999999999999995,2.5,1.8000000000000005,1.3000000000000005,1.4,1.5,0.5,0.9000000000000002,1.1999999999999995,2.0,2.0,1.8000000000000005,0.5999999999999999,1.0,"rgb(56,133,199)",122,199
2017-04-09,69.72399999999999,1.0,1.9,3.0,1.6,3.3,1.6999999999999995,3.3,0.4,1.6,1.5,3.0,1.6999999999999995,2.1000000000000005,0.5,1.1,"rgb(56,136,199)",119,199
2017-04-10,72.2,1.0,2.7,2.6,1.2,4.9,4.3,5.5,0.6,2.0,2.1,3.8,2.8,1.6,1.2,1.5,"rgb(55,137,200)",118,200
2017-04-11,69.63909090909091,2.3999999999999995,1.5,3.0,1.8000000000000005,3.3,2.2,2.899999999999999,0.4,1.1999999999999995,2.3000000000000003,3.0,2.8000000000000003,2.0,1.1,2.2,"rgb(51,104,204)",151,204
2017-04-12,64.96363636363637,2.6000000000000005,1.6999999999999995,3.0,1.6,3.2,1.8000000000000005,2.3999999999999995,0.5,1.0,1.8000000000000005,2.1000000000000005,3.7,2.3999999999999995,1.4,1.3000000000000005,"rgb(45,108,210)",147,210
2017-04-13,67.38181818181819,1.1,0.7000000000000001,2.3999999999999995,1.5,2.0,0.9000000000000002,0.9000000000000002,0.29999999999999993,0.5,1.9,1.1,3.100000000000001,1.4,0.5999999999999999,1.1999999999999995,"rgb(49,108,206)",147,206
2017-04-14,64.37615384615384,0.5,0.5999999999999999,1.6999999999999995,1.8000000000000005,0.9000000000000002,0.7,0.8,0.4,0.5,1.1999999999999995,1.1,1.6,1.6,0.2,0.9000000000000002,"rgb(64,128,191)",127,191
2017-04-15,66.93666666666665,0.5999999999999999,0.7000000000000001,1.5,1.5,0.7999999999999999,1.1999999999999995,0.7999999999999999,0.4,0.5,1.0,1.0,2.3000000000000003,1.4,0.4,0.9000000000000002,"rgb(59,130,196)",125,196
2017-04-16,67.259,0.4,1.1,1.8000000000000005,1.6,1.0,1.1999999999999995,1.1,0.5,0.7000000000000001,1.0,1.1999999999999995,3.3999999999999995,1.9,0.7999999999999999,1.0,"rgb(57,131,198)",124,198
2017-04-17,70.0,0.2,1.6,2.2,1.6,2.5,2.0,3.2,0.5,1.2,1.8,2.1,2.3,1.4,0.8,1.5,"rgb(55,136,200)",119,200
2017-04-18,65.06833333333334,0.5,2.0,2.7,2.6000000000000005,2.2,1.8000000000000005,3.600000000000001,0.5,1.5,1.4,2.6000000000000005,2.3999999999999995,1.0,0.7000000000000001,1.3000000000000005,"rgb(54,136,201)",119,201
2017-04-19,65.73818181818181,0.4,1.5,2.8000000000000003,2.1000000000000005,1.0,1.6999999999999995,1.1,0.5999999999999999,1.0,1.5,2.6000000000000005,1.8000000000000005,1.6,0.4,1.1,"rgb(51,132,204)",123,204
2017-04-20,63.62416666666667,0.29999999999999993,1.4,2.1000000000000005,2.3999999999999995,1.9,1.6,2.5,0.29999999999999993,0.9000000000000002,2.0,1.8000000000000005,1.8000000000000005,1.0,0.4,1.1999999999999995,"rgb(54,135,201)",120,201
2017-04-21,62.50090909090908,0.9000000000000002,2.0,2.3000000000000003,1.9,2.8000000000000003,2.5,3.100000000000001,0.4,1.3000000000000005,1.8000000000000005,2.6000000000000005,2.7,2.2,0.7999999999999999,1.1999999999999995,"rgb(50,104,205)",151,205
2017-04-22,63.324,0.29999999999999993,1.9,3.3999999999999995,1.8000000000000005,2.2,1.9,2.1000000000000005,0.5,1.1,2.0,2.3000000000000003,2.8999999999999995,1.9,0.9000000000000001,2.1000000000000005,"rgb(48,109,207)",146,207
2017-04-23,63.49499999999999,1.1999999999999995,1.0,1.6,1.1999999999999995,1.9,1.5,1.1999999999999995,0.2,0.7000000000000001,1.9,1.6999999999999995,3.5,1.6999999999999995,0.29999999999999993,1.1999999999999995,"rgb(68,123,187)",132,187
2017-04-24,59.0,0.7,0.6,1.8,1.7,1.1,0.7,0.7,0.3,0.6,1.1,1.0,3.1,1.1,0.4,1.1,"rgb(64,128,191)",127,191
2017-04-25,61.43818181818181,0.7000000000000001,0.7999999999999999,1.9,1.4,0.9000000000000002,0.4,0.7999999999999999,0.4,0.4,1.1999999999999995,1.1,3.0,1.8000000000000005,0.29999999999999993,1.0,"rgb(60,130,195)",125,195
2017-04-26,61.31454545454546,0.7999999999999999,0.9000000000000002,2.3000000000000003,2.3000000000000003,2.0,1.6999999999999995,1.6999999999999995,0.4,0.7999999999999999,1.1999999999999995,1.4,1.9,2.3000000000000003,0.9000000000000002,1.9,"rgb(50,130,205)",125,205
2017-04-27,60.32545454545455,1.1,1.9,3.899999999999999,2.3999999999999995,2.8000000000000003,2.2,2.7,0.4,1.1,1.6,2.2,4.1000000000000005,1.4,1.3000000000000005,1.9,"rgb(47,107,208)",148,208
2017-04-28,59.54818181818182,1.4,1.8000000000000005,3.8,1.6,2.7,2.1000000000000005,2.3999999999999995,0.29999999999999993,1.0,1.8000000000000005,1.6999999999999995,3.3,2.3999999999999995,0.4,1.3000000000000005,"rgb(69,122,186)",133,186
2017-04-29,61.92333333333334,1.1999999999999995,1.0,1.6999999999999995,1.6999999999999995,1.8000000000000005,1.6,1.4,0.5,0.5999999999999999,1.1999999999999995,1.0,2.3999999999999995,2.2,0.4,1.3000000000000005,"rgb(66,125,189)",130,189
2017-04-30,59.731,0.7000000000000001,0.9000000000000001,1.5,1.9,1.1999999999999995,1.5,1.1,0.4,0.5999999999999999,1.5,1.1999999999999995,1.8000000000000005,1.8000000000000005,0.4,1.1999999999999995,"rgb(62,129,193)",126,193
2017-05-01,61.13,0.7,0.9,1.6,1.9,1.0,1.4,1.1,0.4,0.5,1.2,1.3,2.9,2.0,0.4,1.1,"rgb(58,130,197)",125,197
